path,type,rollover,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,region,scene_layout,weather,day_time,quality,no_frames,duration,height,width,split_in_distribution,split_geo_aware
videos/82sQ7N-aHOw_00.mp4,t-bone,0,1.0,15,0.06206850560637785,0.38534404857058796,0.05177878805121385,0.37712004376469055,0.07235822316154183,0.39356805337648537,Alabama,grade_separated_intersection,normal,day,Poor,234,15.624999999999998,720,1080,test,test
videos/bJMc3sNP2AU_00.mp4,t-bone,1,2.133,32,0.8036804152152286,0.2234744851718797,0.7857313607200345,0.2042566823760443,0.8216294697104228,0.2426922879677151,Alabama,highway,rain,night,Poor,99,6.6,1080,1620,test,test
videos/XaqA-uzqeNc_00.mp4,single,0,2.25,34,0.26390413884784925,0.47793741913287663,0.07186873137060681,0.27267212389027484,0.45593954632509165,0.6832027143754784,Alabama,highway,normal,day,Fine,121,8.125,720,1080,train,test
videos/gp_9zTMpVrs_00.mp4,single,0,1.917,29,0.6037132304533743,0.26564179270663957,0.5896802021692171,0.2468640978135732,0.6177462587375314,0.2844194875997059,Alabama,signalized_intersection,normal,day,Very_Poor,421,28.042,720,1056,test,test
videos/B_nBw3PcHXg_00.mp4,rear-end,1,4.833,75,0.7201624579988579,0.3734230537510659,0.6817286690202561,0.34229855514534585,0.7585962469774599,0.40454755235678586,Alabama,signalized_intersection,normal,night,Poor,475,29.933,1080,1920,test,test
videos/jq-5EaxSR3M_00.mp4,t-bone,1,3.208,48,0.48118616958940663,0.28872527401926823,0.4432945085758553,0.24628166356007267,0.519077830602958,0.33116888447846377,Alabama,highway,normal,day,Poor,449,29.958,720,1080,test,test
videos/4jVVNw9AF2s_00.mp4,t-bone,0,5.667,84,0.24004492028803628,0.34059500251978403,0.2023926244501817,0.31474774955653356,0.2776972161258909,0.36644225548303455,Alabama,signalized_intersection,normal,night,Poor,448,29.958,720,1080,test,test
videos/FR3eYZzgeJY_00.mp4,t-bone,0,2.875,38,0.6272805098797243,0.9001957262229705,0.4637107547566143,0.8005715104973542,0.7908502650028342,0.9998199419485867,Alabama,signalized_intersection,normal,night,Poor,365,29.958,720,1056,test,test
videos/ApyekBAgfg8_00.mp4,head-on,0,4.0,60,0.805731281813752,0.6415995078476221,0.6761304619984891,0.5365445243197124,0.9353321016290148,0.7466544913755317,Alabama,signalized_intersection,normal,night,Good,448,29.958333,720,1056,train,test
videos/Mem77KKhF8c_00.mp4,head-on,0,1.208,18,0.08522166588863682,0.6975185464801972,6.409429238259452e-05,0.5688346362955085,0.17037923748489103,0.826202456664886,Alabama,signalized_intersection,normal,night,Very_Poor,438,29.958,720,1056,test,test
videos/GSvQCAPnFGo_00.mp4,t-bone,0,4.583,68,0.8306308848282025,0.5676760468821443,0.7354836729455088,0.4951924582021194,0.9257780967108962,0.6401596355621694,Alabama,signalized_intersection,normal,day,Fine,448,29.917,720,1280,test,test
videos/fgI4vUtP_1I_00.mp4,single,0,4.25,63,0.7337665630945571,0.36386705370184325,0.7119214861164055,0.3510675230296455,0.7556116400727088,0.37666658437404094,Alabama,highway,rain,day,Poor,448,29.917,720,1080,test,test
videos/TthKPyywzu8_00.mp4,rear-end,0,5.0,74,0.4933970903611539,0.29974389293717457,0.42455044848274626,0.2531660207349241,0.5622437322395616,0.34632176513942503,Alabama,signalized_intersection,normal,night,Very_Poor,434,30.0,1080,1624,test,test
videos/LklNl33KztU_00.mp4,single,0,6.667,100,0.8856381909989932,0.40975151826688283,0.8626222894548636,0.39399444480018525,0.9086540925431228,0.42550859173358035,Alabama,highway,normal,day,Poor,399,26.6,1080,1620,train,test
videos/tK1wd_HCYNo_00.mp4,t-bone,0,7.533,113,0.3420452834631443,0.35447301388978675,0.3066395099996558,0.31737131506652244,0.3774510569266328,0.39157471271305105,Alabama,grade_separated_intersection,normal,night,Very_Poor,450,30.033,1080,1920,test,test
videos/mntY3Xh8lT4_00.mp4,sideswipe,0,4.833,70,0.38501720549787133,0.504110981824867,0.3654766336762277,0.4851146385315495,0.4045577773195149,0.5231073251181846,Alabama,grade_separated_intersection,normal,night,Poor,359,24.583,720,1080,test,test
videos/CzOWGXrwbp4_00.mp4,sideswipe,0,10.771,161,0.6540918293386159,0.16128053975102102,0.6391040630459216,0.14648588464645704,0.6690795956313101,0.17607519485558498,Alabama,city_street,normal,night,Poor,201,23.583,384,854,test,test
videos/7AFnEpBVrr4_00.mp4,t-bone,0,6.267,180,0.4874434283198117,0.656644992536654,0.4637005728707308,0.6210423751149234,0.5111862837688925,0.6922476099583845,Alabama,simple_intersection,normal,day,Fine,887,29.967,720,1280,test,test
videos/njJxs1KozgE_00.mp4,t-bone,0,5.583,83,0.5267383538433835,0.8393971376143474,0.41176306858120926,0.6935320982445411,0.6417136391055578,0.9852621769841536,Alabama,signalized_intersection,normal,day,Fine,448,29.917,720,1280,test,test
videos/-AztVDZ6cEE_00.mp4,t-bone,0,2.167,33,0.4953426732572718,0.32477889718967307,0.46479692123563343,0.29188015637273146,0.5258884252789102,0.3576776380066147,Alabama,signalized_intersection,normal,day,Fine,396,26.375,720,1280,test,test
videos/kUp_0rJe_OI_00.mp4,t-bone,0,2.958,61,0.27347668860211916,0.17644535757570345,0.24598329442140177,0.1592067045994731,0.30097008278283655,0.19368401055193385,Alabama,signalized_intersection,normal,day,Poor,627,29.958,720,900,test,test
videos/a8zHkZ_t16k_00.mp4,sideswipe,0,5.267,157,0.19966618510536796,0.5477836190270717,0.14853774263124409,0.5334474210756918,0.25079462757949184,0.5621198169784517,Alabama,simple_intersection,normal,day,Poor,891,29.967,1080,1920,test,test
videos/PQHiBa179Ew_00.mp4,t-bone,0,5.567,168,0.6027765163851513,0.7624228678073462,0.5718655736309894,0.7441246499987477,0.633687459139313,0.7807210856159448,Alabama,simple_intersection,normal,night,Poor,899,29.967,720,1280,test,test
videos/-SNFUobKjoM_00.mp4,t-bone,0,13.533,403,0.8522509970202128,0.6598445829986814,0.7199818628393264,0.5786666306408692,0.984520131201099,0.7410225353564935,Alabama,signalized_intersection,normal,night,Good,897,30.0,720,1280,test,test
videos/TahWBItdUvQ_00.mp4,t-bone,0,3.625,58,0.338981505306811,0.15804406333196414,0.2769775823093047,0.11332243643308057,0.40098542830431727,0.2027656902308477,Alabama,signalized_intersection,normal,day,Very_Poor,75,4.709,720,1280,test,test
videos/reXieySb4JI_00.mp4,t-bone,0,6.633,99,0.7833905588212167,0.66746085040068,0.6971729653281271,0.6161897752884822,0.8696081523143063,0.7187319255128779,Alabama,signalized_intersection,normal,day,Fine,450,30.0,1080,1620,test,test
videos/m2uBNOFIvKk_00.mp4,t-bone,0,3.917,60,0.8960138875809516,0.5341186478406775,0.7921301503093976,0.4657163569428298,0.9998976248525054,0.6025209387385252,Alabama,signalized_intersection,normal,night,Fine,462,29.958,720,1080,test,test
videos/VXuNX_OYkig_00.mp4,t-bone,0,1.333000000000001,40,0.4704825176024403,0.617318263799221,0.45760928829251885,0.6066672027747414,0.4833557469123617,0.6279693248237004,Alabama,signalized_intersection,normal,night,Poor,215,7.2,1080,1920,test,test
videos/GsRdjuR2PpE_00.mp4,t-bone,0,1.266,29,0.31564696752487326,0.17631559867333052,0.29435262053042943,0.15904197141913182,0.3369413145193171,0.19358922592752922,Alabama,signalized_intersection,normal,day,Poor,592,26.333,1080,1350,test,test
videos/dGUCJwW8b1g_00.mp4,sideswipe,0,1.533,34,0.1787903457788755,0.8990852023169242,0.00010416666666672983,0.7983191508449008,0.3574765248910843,0.9998512537889478,Alabama,highway,normal,day,Poor,564,25.1,1080,1920,train,test
videos/FV6XO5Yg9VU_00.mp4,sideswipe,0,2.167,33,0.4704655252772496,0.37962556133629444,0.4499394075256364,0.36045963468741155,0.4909916430288629,0.3987914879851773,Alabama,highway,normal,day,Fine,417,27.792,720,1080,train,test
videos/iYAIZEocjbg_00.mp4,t-bone,0,13.146,167,0.42075826121153903,0.5921737065656758,0.34042459045833146,0.5198195606610726,0.5010919319647466,0.664527852470279,Alabama,signalized_intersection,normal,night,Very_Poor,378,29.963,240,352,test,test
videos/n-aa3NIlRMo_00.mp4,t-bone,0,4.917,73,0.5047923777058745,0.967922817563077,0.4329749717646825,0.935845635126154,0.5766097836470664,1.0,Alabama,signalized_intersection,normal,day,Poor,448,29.958,720,1080,test,test
videos/mDtCi-XVAbo_00.mp4,t-bone,0,3.8,31,0.42358017235286394,0.5595546934045796,0.37643402865250514,0.5267890740438563,0.47072631605322274,0.5923203127653031,Alabama,simple_intersection,normal,day,Very_Poor,472,23.5,1080,1920,test,test
videos/QJYDZ1PBiYQ_00.mp4,t-bone,0,3.7,55,0.5651984277180611,0.698069708704417,0.4459307690157535,0.5957774514639643,0.6844660864203685,0.8003619659448697,Alabama,signalized_intersection,rain,night,Fine,374,24.967,1080,1920,test,test
videos/1ZQAChv0TEI_00.mp4,t-bone,0,6.0,60,0.5374136800443169,0.7780073724754561,0.429624834644237,0.6681153542386054,0.6452025254443968,0.8878993907123071,Alabama,signalized_intersection,normal,day,Fine,296,29.9,1080,1920,test,test
videos/e6ZQvn6NyLI_00.mp4,t-bone,0,4.375,65,0.46387489377086555,0.4343802058284525,0.41312342196708896,0.39470119761258665,0.5146263655746421,0.4740592140443183,Alabama,simple_intersection,normal,day,Good,448,29.917,720,1080,test,test
videos/ui52V2KkRN4_00.mp4,t-bone,0,8.366999999999999,249,0.5005890123630116,0.42981122625254964,0.4902000338941213,0.42207429024151455,0.5109779908319019,0.4375481622635848,Alabama,grade_separated_intersection,normal,day,Poor,313,10.5,1080,1920,test,test
videos/QyRcmm87rJ8_00.mp4,t-bone,0,4.792,71,0.7049271323899278,0.644066404196451,0.5312377262192619,0.514784307613103,0.8786165385605936,0.7733485007797989,Alabama,signalized_intersection,normal,day,Fine,450,29.958,720,1056,test,test
videos/C7gOL8qM71E_00.mp4,single,1,2.6,39,0.3362061095931693,0.3157715173569316,0.3090930682022478,0.2977425242053824,0.3633191509840908,0.3338005105084808,Alabama,grade_separated_intersection,normal,night,Very_Poor,450,30.0,1080,1620,test,test
videos/At-4-Y2g7Y8_00.mp4,sideswipe,0,2.567,76,0.4486248730489578,0.20197975055658954,0.43186838713652903,0.17165035132303713,0.46538135896138655,0.23230914979014194,Alabama,highway,normal,night,Very_Poor,899,30.0,720,1280,test,test
videos/1BIZOZtxRpY_00.mp4,single,0,9.625,106,0.4367549096757105,0.49995021856792493,0.41777507238645156,0.4844209758628756,0.4557347469649694,0.5154794612729743,Alabama,highway,normal,night,Very_Poor,411,29.958,720,1280,test,test
videos/GWx-Z5rWhzc_00.mp4,t-bone,0,2.625,39,0.6412302521551473,0.757440575730248,0.5401810169484538,0.6157430275538369,0.7422794873618408,0.899138123906659,Alabama,signalized_intersection,normal,night,Fine,398,26.583,720,1080,test,test
videos/bow1eKeR6oY_00.mp4,single,0,2.75,41,0.23306067368194078,0.6821615438481701,0.21425344526652607,0.6586273794892468,0.2518679020973555,0.7056957082070935,Alabama,highway,normal,night,Poor,448,29.917,720,1080,train,test
videos/7CO_LqgfiFg_00.mp4,sideswipe,1,2.5,37,0.5498978142174762,0.7161662875516893,0.5111074537429072,0.687740870205161,0.5886881746920452,0.7445917048982177,Alabama,highway,normal,day,Poor,448,29.917,720,1080,train,test
videos/6T58bsyZz40_00.mp4,rear-end,0,11.875,178,0.6578452923801058,0.4374349409575521,0.6145819800499627,0.3975236555090145,0.7011086047102489,0.4773462264060897,Alabama,highway,normal,day,Very_Poor,449,29.917,720,1056,test,test
videos/bn7c9LxpeuA_00.mp4,rear-end,0,3.125,47,0.4070918714727598,0.8506447607749246,0.3801251024485439,0.7994382523811063,0.4340586404969757,0.9018512691687428,Alabama,highway,normal,day,Fine,377,25.125,720,1080,train,test
videos/zISHd2Jt7Qs_00.mp4,rear-end,0,6.233,93,0.7412655695769079,0.2388204532051157,0.7261778650594888,0.2220911332637549,0.756353274094327,0.2555497731464765,Alabama,highway,normal,day,Poor,452,29.967,1080,1620,train,test
videos/0isplBZQftg_00.mp4,rear-end,0,7.8,117,0.6707629819166134,0.5083157572970451,0.600930791127841,0.473304312509253,0.740595172705386,0.5433272020848372,Alabama,signalized_intersection,normal,day,Very_Poor,450,30.0,1080,1584,test,test
videos/1lD9kE-VJ7I_00.mp4,t-bone,0,5.067,76,0.43330119851526894,0.6382031290317234,0.29628989537883726,0.5385306175112637,0.5703125016517006,0.737875640552183,Alabama,signalized_intersection,normal,day,Poor,305,20.333,1080,1584,test,test
videos/afVZZ3v87cc_00.mp4,rear-end,0,3.167,47,0.4082740438755954,0.4776034267489013,0.34085119818488396,0.43272565783882544,0.4756968895663069,0.5224811956589772,Alabama,highway,rain,day,Fine,449,30.0,720,1080,test,test
videos/fYUPTfVRKEk_00.mp4,rear-end,0,2.0,30,0.27629840776369236,0.31543243139760846,0.2660677019001491,0.30287580057285374,0.2865291136272356,0.3279890622223631,Alabama,highway,rain,day,Poor,365,24.333334,720,1080,test,test
videos/NDkAFTqHLzo_00.mp4,rear-end,0,4.367,65,0.38361028883899706,0.38902425486080994,0.3680250620168396,0.3755415316458901,0.3991955156611545,0.4025069780757298,Alabama,highway,normal,night,Very_Poor,369,24.6,1080,1920,test,test
videos/BR4WAtlyQEQ_00.mp4,single,0,5.917,88,0.5298629021480812,0.34615172068500055,0.5166019264347058,0.3307784200739063,0.5431238778614565,0.36152502129609476,Alabama,highway,normal,day,Fine,396,29.833,720,1080,train,test
videos/zXKdiWjxhd8_00.mp4,rear-end,0,7.333,109,0.2752248947139537,0.6267062626881637,0.2148528685617347,0.5641424786081368,0.3355969208661728,0.6892700467681905,Alabama,signalized_intersection,normal,day,Fine,449,30.0,1080,1920,test,test
videos/JHq6SVNhY0Y_00.mp4,rear-end,0,3.633,108,0.6242578571253194,0.37287119526647694,0.570651625660713,0.34644639242877745,0.677864088589926,0.3992959981041765,Alabama,signalized_intersection,normal,day,Very_Poor,891,29.967,720,1280,test,test
videos/03HtRCJa8Yk_00.mp4,t-bone,0,6.583,98,0.5095344606650228,0.47699188669522613,0.31669683264512133,0.25086908969656685,0.7023720886849243,0.7031146836938854,Alabama,signalized_intersection,rain,day,Poor,449,30.0,720,1056,test,test
videos/6EW9PrDqKA8_00.mp4,rear-end,0,4.533,136,0.21559041496258946,0.6918429635741064,0.1531413795049995,0.6505187015684702,0.2780394504201794,0.7331672255797425,Alabama,city_street,normal,day,Poor,777,27.166999999999998,720,1280,test,test
videos/-NgnSm_oEB4_00.mp4,rear-end,0,3.375,50,0.2542591933509938,0.6861938746015599,0.16663641504037568,0.47075357646928284,0.3418819716616118,0.9016341727338368,Alabama,tunnel,normal,day,Good,432,29.917,720,1080,test,test
videos/wQ_pGHoj2SI_00.mp4,rear-end,0,5.133,77,0.3501281114651059,0.13799528199729083,0.3252233227827576,0.12171289474474886,0.3750329001474542,0.15427766924983277,Alabama,highway,normal,day,Poor,450,30.0,1080,1620,train,test
videos/dZ-F8lZ16-A_00.mp4,rear-end,0,2.533,75,0.5046348785220969,0.3847531949811532,0.48201022569400703,0.3472274930885558,0.5272595313501867,0.42227889687375053,Alabama,highway,normal,day,Very_Poor,218,7.3,720,1280,test,test
videos/Chf8yRqccCM_00.mp4,rear-end,0,4.25,63,0.07091358116060534,0.5998045664597715,0.0,0.5216149950708459,0.14182716232121068,0.6779941378486973,Alabama,city_street,normal,day,Poor,164,10.958,720,1280,test,test
videos/P4oEdSFJvfU_00.mp4,rear-end,0,0.45899999999999963,7,0.30104107142335773,0.5231306815136589,0.22746806379133974,0.4650396771829425,0.37461407905537575,0.5812216858443755,Alabama,highway,normal,day,Fine,365,24.334000000000003,720,1080,train,test
videos/yQz3PyPvr5Y_00.mp4,t-bone,0,5.917,88,0.45238389977526877,0.23981169681304287,0.39489478321462457,0.21451848644774987,0.509873016335913,0.26510490717833585,Alabama,signalized_intersection,normal,night,Poor,396,29.917,720,1056,test,test
videos/FhFwhsyOjUU_00.mp4,single,0,4.9,147,0.38901867820643427,0.15831920185264103,0.37684919626141683,0.1485540958963072,0.4011881601514517,0.16808430780897485,Alabama,highway,normal,day,Very_Poor,817,27.233999999999998,720,1280,test,test
videos/GaAVUUYx9q8_00.mp4,single,0,5.533,82,0.2848099093690032,0.32493272839500276,0.2596157141617277,0.29855129712721823,0.3100041045762787,0.35131415966278734,Alabama,highway,normal,night,Very_Poor,449,30.0,1080,1920,test,test
videos/-jZ5Rlhzzi4_00.mp4,single,0,3.583,53,0.6044023570444487,0.27627629860473496,0.594911818842,0.26344286195243327,0.6138928952468974,0.28910973525703665,Alabama,highway,normal,day,Poor,448,29.958,720,1080,train,test
videos/LP_C34tyPl4_00.mp4,rear-end,0,7.042,106,0.7820142819898748,0.5573689514723343,0.7294202807160123,0.5032448629018729,0.8346082832637374,0.6114930400427957,Alabama,grade_separated_intersection,normal,night,Poor,450,29.958,720,1280,test,test
videos/tFS_Hk-qEiQ_00.mp4,t-bone,0,2.75,40,0.2746050821004993,0.226853850364548,0.26054823716457026,0.21535523159548203,0.28866192703642835,0.23835246913361396,Alabama,highway,normal,night,Poor,77,5.167,720,1080,train,test
videos/mzHmLvV9QlM_00.mp4,single,0,5.2669999999999995,78,0.1551966942746581,0.44713947810490184,0.14595561326831008,0.4412001974788106,0.16443777528100612,0.4530787587309931,Alabama,highway,rain,day,Fine,136,9.134,1080,1620,test,test
videos/c4exlXawFaM_00.mp4,sideswipe,0,4.417,48,0.689958177332684,0.19697023747202896,0.6807390776889822,0.18901117097412698,0.6991772769763859,0.20492930396993095,Alabama,highway,normal,day,Poor,328,29.958,720,960,train,test
videos/-yLuZ5wxAsc_00.mp4,t-bone,0,5.833,173,0.42043310470002593,0.445931554669421,0.39515476222970797,0.4276630485354729,0.4457114471703439,0.4642000608033691,Alabama,highway,normal,day,Fine,784,29.967,720,1280,train,test
videos/uKieP03gwxQ_00.mp4,rear-end,0,13.0,194,0.8026710018468395,0.6097620604090119,0.7668008951603095,0.5655589175648776,0.8385411085333696,0.6539652032531463,Alabama,highway,rain,day,Poor,388,25.933,1080,1920,test,test
videos/Q72Ly8rGtnc_00.mp4,sideswipe,1,3.5,52,0.6508287824947996,0.28646469957033316,0.6429442427633699,0.2798402639323513,0.6587133222262292,0.29308913520831503,Alabama,grade_separated_intersection,normal,day,Poor,449,29.958,720,1080,test,test
videos/Img4DcUjRmo_00.mp4,rear-end,0,5.792,87,0.3110392564614891,0.26073202743969354,0.2977149596533589,0.24626093563931925,0.3243635532696193,0.27520311924006785,Alabama,highway,normal,day,Fine,449,29.958,720,1080,train,test
videos/LMw1OJe37fM_00.mp4,t-bone,1,4.833,72,0.611045345377794,0.20024823506128256,0.5647111928270376,0.1767753102616561,0.6573794979285503,0.223721159860909,Alabama,signalized_intersection,normal,day,Poor,434,29.958,720,1056,test,test
videos/jgAGNNIG13E_00.mp4,single,1,7.375,110,0.31719885908279366,0.4639502308395078,0.305277880202533,0.4483020566859253,0.32911983796305433,0.47959840499309025,Alabama,grade_separated_intersection,normal,day,Fine,448,29.958,720,1280,train,test
videos/Fb1XWmXZTZw_00.mp4,single,0,8.083,121,0.4337518355323733,0.40199815020800744,0.4211113435185879,0.39154684031364606,0.44639232754615865,0.4124494601023688,Alabama,highway,normal,day,Poor,398,26.583,720,1280,train,test
videos/mllfWsyVZ1s_00.mp4,single,0,5.208,78,0.5840240772289523,0.3784994030091732,0.5557029437296355,0.35691092594168167,0.6123452107282692,0.4000878800766646,Alabama,highway,normal,night,Fine,390,29.958,720,1280,train,test
videos/clXKxQWjB4c_00.mp4,t-bone,0,2.542,38,0.5764982903370013,0.8866793210236753,0.5563381655522945,0.87137504442662,0.5966584151217081,0.9019835976207307,Alabama,highway,normal,day,Poor,390,26.0,720,1280,test,test
videos/ozOAT76M0PM_00.mp4,t-bone,0,3.4,51,0.5266945986857499,0.8593258823902201,0.44338743113356777,0.798090455972665,0.6100017662379319,0.9205613088077753,Alabama,signalized_intersection,normal,day,Good,451,29.967,1080,1920,test,test
videos/jc-fa_AjIXw_00.mp4,t-bone,0,15.367,461,0.3918853856720766,0.22326868868207567,0.3207117138150231,0.18297038418594286,0.46305905752913007,0.2635669931782085,Alabama,signalized_intersection,normal,night,Poor,899,29.967,720,1280,test,test
videos/YmMM4JeUJJ0_00.mp4,t-bone,0,1.625,24,0.23543315183776958,0.1448418310631997,0.20769319381555315,0.131497109474233,0.263173109859986,0.15818655265216638,Alabama,signalized_intersection,normal,night,Poor,198,24.0,720,1056,test,test
videos/JNsoId5gPK8_00.mp4,single,1,2.0330000000000004,30,0.06090331533614293,0.46809604895148416,0.02697568661853004,0.4468045888141957,0.09483094405375582,0.48938750908877254,Alabama,highway,normal,day,Fine,412,27.5,1080,1620,train,test
videos/a8-i2E4jrpk_00.mp4,single,0,3.0,44,0.6154109668240144,0.31333771301640945,0.601214546530428,0.29819510837895913,0.6296073871176009,0.3284803176538597,Alabama,grade_separated_intersection,rain,day,Fine,110,7.4,1080,1620,test,test
videos/a8-i2E4jrpk_01.mp4,single,0,2.5329999999999995,38,0.7520220020073063,0.23334363200414326,0.745481845009842,0.22423763232374633,0.7585621590047706,0.2424496316845402,Alabama,grade_separated_intersection,rain,day,Fine,298,19.9,1080,1620,test,test
videos/GIm11SfAp8c_00.mp4,single,0,9.25,136,0.4372607798303451,0.23343514484689243,0.4223967727215411,0.21830495943805697,0.45212478693914915,0.2485653302557279,Alabama,tunnel,normal,night,Good,444,29.917,720,1080,train,test
videos/CVSBJThqVgA_00.mp4,single,0,8.2,122,0.6198318823408484,0.16255149813919273,0.6126060779154248,0.1525784934050804,0.6270576867662719,0.17252450287330506,Alabama,grade_separated_intersection,normal,night,Poor,383,25.6,1080,1920,train,test
videos/CBPD-SF1p90_00.mp4,single,0,2.633,78,0.5930315189860882,0.5229372510512786,0.5799672491217318,0.500648229620963,0.6060957888504447,0.5452262724815944,Alabama,grade_separated_intersection,normal,night,Very_Poor,457,15.333,720,1280,test,test
videos/vMqldj7d7e0_00.mp4,rear-end,0,22.167,664,0.4802468038899109,0.4464788766956219,0.43509119258728646,0.36845667721789027,0.5254024151925354,0.5245010761733536,Alabama,highway,normal,night,Very_Poor,898,29.967,720,1280,test,test
videos/pQ84BiOk854_00.mp4,t-bone,0,0.13400000000000034,2,0.3490283741530462,0.7986064415134542,0.23435284176951449,0.6111159328673155,0.4637039065365779,0.9860969501595929,Alabama,signalized_intersection,normal,day,Poor,383,25.534,720,1280,test,test
videos/NaRgSBNtbFY_00.mp4,t-bone,0,4.933,147,0.7395075626302932,0.4380172400057142,0.6606903886541267,0.3772465760492718,0.8183247366064595,0.4987879039621565,Alabama,signalized_intersection,normal,night,Poor,899,30.1,1080,1920,test,test
videos/2xFyklpa54I_00.mp4,t-bone,0,6.167,92,0.6723080975555645,0.6609314256134262,0.5980069094020884,0.529551572268227,0.7466092857090406,0.7923112789586255,Alabama,signalized_intersection,normal,night,Good,449,30.0,1080,1620,test,test
